Case UPC,Client,Item UPC,Pack / Size / UOM,Item Description,DBW Group,Primary PG,Secondary DBW Group,Units to Cases - (Case Count)
81448,HOSTESS,81448,6/12.7 OZ,HOSTESS WCKD GLINDA CPCKE,LP404925,HST LTO 6/8 CT,SBS HST,6
81744,HOSTESS,81744,6/13 OZ,HOSTESS SUZY Q MP FSH,LP404881,MULTI PACK 6 PK,SBS HST,6
82580,HOSTESS,82580,6/8.17 OZ,HOSTESS VLNTNE CPCK MINIS,LP404950,MULTI PACK LTO 6 PK,SBS HST,6
84890,HOSTESS,,45/1 EA,HOSTESS FALL BAG DONUT DS,LP404879,SHIPPER/DISPLAYS/PALLETS LTO,SBS HST,45
87752,HOSTESS,,420/1 EA,HOSTESS MP DRC PALLET,,SHIPPER/DISPLAYS/PALLETS CORE,SBS HST,420
89807,HOSTESS,,48/1 EA,HOSTESS BTS MP DISPLAY,LP404858,SHIPPER/DISPLAYS/PALLETS LTO,SBS HST,48
92750,HOSTESS,,45/1 EA,HOSTESS SPRNG DNT SCK PLT,LP405028,SHIPPER/DISPLAYS/PALLETS LTO,SBS HST,45
92992,HOSTESS,,48/1 EA,HOSTESS RWB STCKR PALLET,LP405024,SHIPPER/DISPLAYS/PALLETS LTO,SBS HST,48
93454,HOSTESS,93454,9/10 OZ,HOSTESS DAY GAME PWDR DNT,LP404862,HST LTO 9/9CT,SBS HST,9
96412,HOSTESS,96412,9/10 OZ,HOSTESS FRTFL FRSTD DNTS,LP404877,BAG DONUT 9/9.5-10.75 OZ,SBS HST,9
97330,HOSTESS,,192/1 EA,HOSTESS FALL MP HALF PLT,LP404916,SHIPPER/DISPLAYS/PALLETS LTO,SBS HST,192
98156,HOSTESS,,48/1 EA,HOSTESS BASEBALL STK SHPR,LP404826,SHIPPER/DISPLAYS/PALLETS LTO,SBS HST,48
99934,HOSTESS,25871,30/1 EA,HOSTESS SS POWDERED DSPL,LP404818,SHIPPER/DISPLAYS/PALLETS CORE,SBS HST,30
2001,HOSTFZN,1001,6/6/3.17 OZ,HST CHOC CUP CAKE SS 2CT FZN,LP404301,HST SS 6CT 6PK,SBS HST,36
2004,HOSTFZN,1004,6/8/2.89 OZ,HST COFFEE CAKE SS 2CT FZN,LP404297,HST SS 8CT 6PK,SBS HST,48
2005,HOSTFZN,1005,6/6/3.81 OZ,HST CHOC ZINGER SS 3CT FZN,LP404326,HST SS 6CT 6PK,SBS HST,36
2007,HOSTFZN,1007,6/6/3.38 OZ,HST ORNG CUP CAKE SS 2CT FZN,LP404303,HST SS 6CT 6PK,SBS HST,36
2008,HOSTFZN,1008,6/6/4.02 OZ,HST RASP ZINGER SS 3CT FZN,LP404326,HST SS 6CT 6PK,SBS HST,36
2009,HOSTFZN,1009,6/6/3.5 OZ,HST SNOBALL SS 2CT FZN,LP404321,HST SS 6CT 6PK,SBS HST,36
2011,HOSTFZN,1011,6/6/3.81 OZ,HST VAN ZINGER SS 3CT FZN,LP404326,HST SS 6CT 6PK,SBS HST,36
2016,HOSTFZN,1016,6/6/4 OZ,HST CINN ROLL SS FZN,LP404442,HST SS 6CT 6PK,SBS HST,36
2018,HOSTFZN,5005,6/10/4 OZ,HST CRUNCH MN DNT SS 6CT FZN,LP404309,HST SS 10CT 6PK,SBS HST,60
2084,HOSTFZN,5003,6/10/3 OZ,HST DBL CHOC MN DNT SS6CT,LP404308,HST SS 10CT 6PK,SBS HST,60
2139,HOSTFZN,6001,6/8/4.25 OZ,HST APL PIE SS FZN 8CT,LP404320,HST SS 8CT 6PK,SBS HST,48
2140,HOSTFZN,6002,6/8/4.25 OZ,HST CHRY PIE SS FZN 8CT,LP404320,HST SS 8CT 6PK,SBS HST,48
2151,HOSTFZN,1010,6/6/2.7 OZ,HST TWINK SS FZN 2CT,LP404325,HST SS 6CT 6PK,SBS HST,36
2152,HOSTFZN,5002,6/10/3 OZ,HST CHOC DNT SS 6CT FZN,LP404308,HST SS 10CT 6PK,SBS HST,60
2153,HOSTFZN,1006,6/6/3 OZ,HST HO HO SS 3CT FZN,LP404313,HST SS 6CT 6PK,SBS HST,36
2154,HOSTFZN,5004,6/10/3 OZ,HST PWD SGR SS DNT 6CT FZ,LP404309,HST SS 10CT 6PK,SBS HST,60
2212,HOSTFZN,1210,6/6/3.27 OZ,HST BDAY CUP CK SS 2CT,LP404300,HST SS 6CT 6PK,SBS HST,36
2217,HOSTFZN,1216,6/6/4 OZ,GLZD STWBRY DNT SS FZN 6,LP404309,HST SS 6CT 6PK,SBS HST,36
2219,HOSTFZN,1218,6/6/4 OZ,GLZD BLUBRY DNT SS FZN 6,LP404309,HST SS 6CT 6PK,SBS HST,36
2232,HOSTFZN,1050,6/6/5 OZ,HST ICD APL DANISH SS 6CT,LP404443,HST SS 6CT 6PK,SBS HST,36
2234,HOSTFZN,1052,6/6/5 OZ,HST ICD CHS DANISH SS 6CT,LP404443,HST SS 6CT 6PK,SBS HST,36
2236,HOSTFZN,1053,6/6/5 OZ,HST ICD BRY&CHS DANISH SS,LP404443,HST SS 6CT 6PK,SBS HST,36
2291,HOSTFZN,1291,6/6/4 OZ,HST GLZD JUMBO DNT SS 2CT,LP404309,HST SS 6CT 6PK,SBS HST,36
4134,HOSTFZN,72571,6/19.02 OZ,HOSTESS FRST SGR CKE CPCK,,HST SS 6CT 6PK,SBS HST,6
5206,HOSTFZN,5006,6/10/3.7 OZ,HST GLZD MN DNT SS 6CT FZ,LP404309,HST SS 10CT 6PK,SBS HST,60
10347,HOSTFZN,,76/1 EA,HST CORE MX 76CT SS SHPR,,SHIPPER/DISPLAYS/PALLETS CORE,SBS HST,76
10534,HOSTFZN,,48/1 EA,HST LTO VALENTINE MP SHPR,LP404194,SHIPPER/DISPLAYS/PALLETS LTO,SBS HST,48
10567,HOSTFZN,,48/1 EA,HST EVERYDAY MP CORE SHPR,,SHIPPER/DISPLAYS/PALLETS CORE,SBS HST,48
10574,HOSTFZN,,86/1 EA,HST CORE SS BREAKFAST SHP,,SHIPPER/DISPLAYS/PALLETS CORE,SBS HST,86
10575,HOSTFZN,,86/1 EA,HST C STORE SS MVP SHPR,LP404334,SHIPPER/DISPLAYS/PALLETS CORE,SBS HST,86
10583,HOSTFZN,,48/1 EA,HST SUMMER 48CT MP SHPR,LP404208,SHIPPER/DISPLAYS/PALLETS LTO,SBS HST,48
10588,HOSTFZN,,48/1 EA,HST BABY BUNDT MP SHPR,,SHIPPER/DISPLAYS/PALLETS CORE,SBS HST,48
10593,HOSTFZN,,48/1 EA,HST CUPCK CRAZE 48CT SHPR,LP404228,SHIPPER/DISPLAYS/PALLETS LTO,SBS HST,48
10602,HOSTFZN,,48/1 EA,HST LTO HLWN 48CT MP SHP,LP404234,SHIPPER/DISPLAYS/PALLETS LTO,SBS HST,48
10605,HOSTFZN,,48/1 EA,HST LTO HOLIDAY MP SHPR,LP404237,SHIPPER/DISPLAYS/PALLETS LTO,SBS HST,48
11573,HOSTFZN,11571,6/12.7 OZ,HST GHST WHT DNGDNG 10CTM,LP404024,MULTI PACK LTO 6 PK,SBS HST,6
11601,HOSTFZN,11579,6/22.22 OZ,HST CHOC CUPCK JUMBO 14CT,LP404176,MULTI PACK JUMBO 6PK,SBS HST,6
11605,HOSTFZN,11092,6/20.31 OZ,HST CHOC DNG DNG FMLY 16C,LP404177,HST FAMILY PACK 16CT 6PK,SBS HST,6
11608,HOSTFZN,13040,6/21.73 OZ,HST TWNK FMLY PK FZN 16CT,LP404182,HST FAMILY PACK 16CT 6PK,SBS HST,6
