Case UPC,Client,Item UPC,Pack / Size / UOM,Item Description,DBW Group,Primary PG,Secondary DBW Group,Units to Cases - (Case Count)
5188,HOSTESS,5189,12/7.93 OZ,VOORTMAN PS ALMOND CRUNCH,LP404015,VRTMN COOKIES 12/7-12 OZ,SBS VRT,12
5192,HOSTESS,,96/1 EA,VOORTMAN SS WFR SHIPPER,LP404563,VRTMN SHIPPER/DISPLY/PLTS CORE,SBS VRT,96
5197,HOSTESS,,40/1 EA,VOORTMAN MINI COOKIE SHPR,,VRTMN SHIPPER/DISPLY/PLTS CORE,SBS VRT,40
5216,HOSTESS,5217,12/7.93 OZ,VOORTMAN STRW TO FP,LP404806,VRTMN COOKIES LTO 12/7-12 OZ,SBS VRT,12
5218,HOSTESS,,54/1 EA,VOORTMAN SPRING LTO SHPR,LP404746,SHIPPER/DISPLAYS/PALLETS LTO,SBS VRT,54
5462,HOSTESS,,45/1 EA,HOSTESS DONETTE CS ST SHP,LP404847,SHIPPER/DISPLAYS/PALLETS LTO,SBS HST,45
6326,HOSTESS,63496,48/2.6 OZ,HOSTESS SUZY Q SS FSH,LP404882,HST SS 6/8/1 CT,SBS HST,48
9633,HOSTESS,,192/1 EA,HOSTESS SUZY Q MX HLF PLT,LP404923,SHIPPER/DISPLAYS/PALLETS LTO,SBS HST,192
9831,HOSTESS,25472,12/11.57 OZ,HOSTESS PTRC CUPCAKE DRC,LP404041,HST MULTI PACK LTO 12/8 CT,SBS HST,12
10023,HOSTESS,,328/1 EA,HST HALLOWEEN 328CT PL,,SHIPPER/DISPLAYS/PALLETS CORE,SBS HST,328
10055,HOSTESS,,60/1 EA,HST DONUT BAG SHIPPER,SHIPPER/DISPLAYS/PALLETS CORE,SHIPPER/DISPLAYS/PALLETS CORE,SBS HST,60
10074,HOSTESS,,496/1 EA,HST DRC TWINKIE/CUPCAK PL,LP403986,SHIPPER/DISPLAYS/PALLETS CORE,SBS HST,496
10084,HOSTESS,,63/1 EA,HST TWINK/DNG DNG CPK SHP,,SHIPPER/DISPLAYS/PALLETS CORE,SBS HST,63
10172,HOSTESS,,3840/1 EA,HST CUPCAKE VAR PK PALLET,,SHIPPER/DISPLAYS/PALLETS CORE,SBS HST,3840
10185,HOSTESS,,42/1 EA,HST TWNK & DING DONG SHPR,,SHIPPER/DISPLAYS/PALLETS CORE,SBS HST,42
10189,HOSTESS,,60/1 EA,HST VDAY DONETTE SHP,,SHIPPER/DISPLAYS/PALLETS LTO,SBS HST,60
10193,HOSTESS,11185,42/13.58 OZ,HST CHOC CK TWKIE SHIPPER,,SHIPPER/DISPLAYS/PALLETS CORE,SBS HST,42
10245,HOSTESS,,30/1 EA,HST C-STORE HLDY DNT SHPR,,SHIPPER/DISPLAYS/PALLETS LTO,SBS HST,30
10278,HOSTESS,,174/1 EA,HST CORE SS 174CT SHPR,,SHIPPER/DISPLAYS/PALLETS CORE,SBS HST,174
10297,HOSTESS,,32/1 EA,HST HOLIDAY SS CNTER UNIT,LP404376,SHIPPER/DISPLAYS/PALLETS LTO,SBS HST,32
10354,HOSTESS,,456/1 EA,HST TWNK CPCK DING MP PL,,SHIPPER/DISPLAYS/PALLETS CORE,SBS HST,456
10355,HOSTESS,,187/1 EA,HST CORE MP CAKE HALF PL,LP403981,SHIPPER/DISPLAYS/PALLETS CORE,SBS HST,187
10356,HOSTESS,,45/1 EA,HST MP TWNK CPCK DING SHP,,SHIPPER/DISPLAYS/PALLETS CORE,SBS HST,45
10357,HOSTESS,,188/1 EA,HST TWNK CPCK DNG HLF PL,LP403975,SHIPPER/DISPLAYS/PALLETS CORE,SBS HST,188
10365,HOSTESS,,383/1 EA,HST KDP RWB DRC PL,,SHIPPER/DISPLAYS/PALLETS LTO,SBS HST,383
10366,HOSTESS,,189/1 EA,HST SV SNS CORE HLF DRCPL,LP403972,SHIPPER/DISPLAYS/PALLETS CORE,SBS HST,189
10420,HOSTESS,,130/1 EA,HST CHOC/PWDR CLUB 32CSPL,,SHIPPER/DISPLAYS/PALLETS CORE,SBS HST,130
10442,HOSTESS,,32/1 EA,HST LTO FALL SS CONTR UNT,LP404377,SHIPPER/DISPLAYS/PALLETS LTO,SBS HST,32
10444,HOSTESS,11404,196/1 EA,HST COF CK CLUB 32CS PL,,SHIPPER/DISPLAYS/PALLETS CORE,SBS HST,196
10454,HOSTESS,,183/1 EA,HST LTO HOLIDY MP HALF PL,,SHIPPER/DISPLAYS/PALLETS LTO,SBS HST,183
10456,HOSTESS,,185/1 EA,HST LTO FALL MP HALF PLT,,SHIPPER/DISPLAYS/PALLETS LTO,SBS HST,185
10485,HOSTESS,,30/1 EA,HST SPRING BAG DONUT SHPR,,SHIPPER/DISPLAYS/PALLETS LTO,SBS HST,30
10497,HOSTESS,,188/1 EA,HST 2020 RWB LTO HALF PL,,SHIPPER/DISPLAYS/PALLETS LTO,SBS HST,188
10512,HOSTESS,,136/1 EA,HST SS 18CT SHPR,,SHIPPER/DISPLAYS/PALLETS CORE,SBS HST,136
10513,HOSTESS,,48/1 EA,HST UNICORN BDAY CPCK SHP,,SHIPPER/DISPLAYS/PALLETS CORE,SBS HST,48
10526,HOSTESS,,449/1 EA,HST CORE DRC VARIETY PL,,SHIPPER/DISPLAYS/PALLETS CORE,SBS HST,449
10535,HOSTESS,,183/1 EA,HST VALENTINES DAY HLF PL,,SHIPPER/DISPLAYS/PALLETS LTO,SBS HST,183
10537,HOSTESS,,496/1 EA,HST TWNK CPCKDNGDNG DRCPL,LP403967,SHIPPER/DISPLAYS/PALLETS CORE,SBS HST,496
10538,HOSTESS,,384/1 EA,HST BACK TO SCHOOL KDP PL,,SHIPPER/DISPLAYS/PALLETS LTO,SBS HST,384
10550,HOSTESS,,24/1 EA,HST LTO HALWN CONTER UNIT,,SHIPPER/DISPLAYS/PALLETS LTO,SBS HST,24
10551,HOSTESS,,24/1 EA,HST LTO KICK OFF CONTR UN,SHIPPER/DISPLAYS/PALLETS CORE,SHIPPER/DISPLAYS/PALLETS LTO,SBS HST,24
10552,HOSTESS,,30/1 EA,HST C-STORE BD INNOVT SHP,,SHIPPER/DISPLAYS/PALLETS CORE,SBS HST,30
10555,HOSTESS,,24/1 EA,HST CPCK CRAZE CONTR UNIT,SHIPPER/DISPLAYS/PALLETS CORE,SHIPPER/DISPLAYS/PALLETS LTO,SBS HST,24
10566,HOSTESS,,48/1 EA,HST EVERYDAY MP CORE SHPR,LP403964,SHIPPER/DISPLAYS/PALLETS CORE,SBS HST,48
10568,HOSTESS,,60/1 EA,HST CORE BAG DONUT SHPR,LP403925,SHIPPER/DISPLAYS/PALLETS CORE,SBS HST,60
10571,HOSTESS,,48/1 EA,HST LTO SPRING MP CK SHPR,,SHIPPER/DISPLAYS/PALLETS LTO,SBS HST,48
10572,HOSTESS,,60/1 EA,HST LTO SPRING BG DNT SHP,,SHIPPER/DISPLAYS/PALLETS LTO,SBS HST,60
10573,HOSTESS,,48/1 EA,HST SUMMER 48CT MP SHPR,,SHIPPER/DISPLAYS/PALLETS LTO,SBS HST,48
10576,HOSTESS,,48/1 EA,HST GHOSTUBSTER MP SHPR,,SHIPPER/DISPLAYS/PALLETS LTO,SBS HST,48
10578,HOSTESS,,38/1 EA,HST VALENTINE MP SHPR,,SHIPPER/DISPLAYS/PALLETS LTO,SBS HST,38
10581,HOSTESS,,48/1 EA,HST LTO RWB CAKE MP SHPR,,SHIPPER/DISPLAYS/PALLETS LTO,SBS HST,48
10582,HOSTESS,,60/1 EA,HST LTO RWB DONETTE SHPR,LP403930,SHIPPER/DISPLAYS/PALLETS LTO,SBS HST,60
10584,HOSTESS,,48/1 EA,HST SPRNG MP CK 48CT SHPR,,SHIPPER/DISPLAYS/PALLETS LTO,SBS HST,48
10587,HOSTESS,,410/1 EA,HST KDP SPRING PDQ PL,,SHIPPER/DISPLAYS/PALLETS LTO,SBS HST,410
10589,HOSTESS,,48/1 EA,HST BABY BUNDT MP SHPR,,SHIPPER/DISPLAYS/PALLETS CORE,SBS HST,48
10591,HOSTESS,,48/1 EA,HST CRISPIS MINI MP SHPR,,SHIPPER/DISPLAYS/PALLETS CORE,SBS HST,48
10592,HOSTESS,,48/1 EA,HST LTO CPCK CRAZE MP SHP,,SHIPPER/DISPLAYS/PALLETS LTO,SBS HST,48
10594,HOSTESS,,180/1 EA,HST LTO CPCK CRAZE HALFPL,,SHIPPER/DISPLAYS/PALLETS LTO,SBS HST,180
10595,HOSTESS,,434/1 EA,HST KICK OFF TO SUMMER PL,,SHIPPER/DISPLAYS/PALLETS LTO,SBS HST,434
10598,HOSTESS,,126/1 EA,HST CORE LG SS 126CT SHPR,,SHIPPER/DISPLAYS/PALLETS CORE,SBS HST,126
10599,HOSTESS,,48/1 EA,HST FALL CAKE 48CT SHPR,,SHIPPER/DISPLAYS/PALLETS LTO,SBS HST,48
10600,HOSTESS,,60/1 EA,HST FALL DONUT 60CT SHPR,LP403931,SHIPPER/DISPLAYS/PALLETS LTO,SBS HST,60
10601,HOSTESS,,48/1 EA,HST LTO HLWN 48CT MP SHP,,SHIPPER/DISPLAYS/PALLETS LTO,SBS HST,48
10603,HOSTESS,,186/1 EA,HST LTO HLWN HALF DRC PL,,SHIPPER/DISPLAYS/PALLETS LTO,SBS HST,186
10604,HOSTESS,,48/1 EA,HST LTO HOLIDAY MP SHPR,,SHIPPER/DISPLAYS/PALLETS LTO,SBS HST,48
10606,HOSTESS,,60/1 EA,HST BAG DONUT 60CT SHPR,LP403932,SHIPPER/DISPLAYS/PALLETS LTO,SBS HST,60
10607,HOSTESS,,421/1 EA,HST BACK TO SCHOOL KDP PL,,SHIPPER/DISPLAYS/PALLETS LTO,SBS HST,421
10608,HOSTESS,,496/1 EA,HST RWB DRC PL,,SHIPPER/DISPLAYS/PALLETS LTO,SBS HST,496
10610,HOSTESS,,430/1 EA,HST LTO FALL KRGR DRC PL,,SHIPPER/DISPLAYS/PALLETS LTO,SBS HST,430
11001,HOSTESS,11001,6/12.7 OZ,HST CHOC CUPCAKE MP 8CT,LP404044,MULTI PACK 6 PK,SBS HST,6
11004,HOSTESS,11004,6/11.6 OZ,HST COFFEE CAKE MP 8CT,LP404056,MULTI PACK 6 PK,SBS HST,6
11006,HOSTESS,11006,6/10 OZ,HST HO HO MP 10CT,LP404009,MULTI PACK 6/10 CT,SBS HST,6
11007,HOSTESS,11007,6/13.5 OZ,HST ORNG CUP CAKE MP 8CT,LP404044,MULTI PACK 6 PK,SBS HST,6
11009,HOSTESS,11009,6/10.5 OZ,HST SNOBALL MP 6 CT,LP404003,MULTI PACK 6/6 CT,SBS HST,6
11021,HOSTESS,11021,6/13.58 OZ,HST STRWBRY TWNK MP 10CT,,MULTI PACK LTO 6 PK,SBS HST,6
11025,HOSTESS,11025,6/12.7 OZ,HST SCRY CUP CAKE MP 8CT,LP404043,MULTI PACK LTO 6 PK,SBS HST,6
11033,HOSTESS,11001,15/12.7 OZ,HST CHOC CPCK MP FRS8CTDR,LP404044,MULTI PACK 15 PK,SBS HST,15
11034,HOSTESS,11006,22/10 OZ,HST HO HO MP FRSH 10CTDRC,LP404426,MULTI PACK DRC 22 PK,SBS HST,22
11042,HOSTESS,5005,2/10/4 OZ,HST CRUNCH MN DNT SS FSH6,LP404309,HST SS DONUT 2 PK CADDY,SBS HST,20
11044,HOSTESS,11044,6/12 OZ,HST APL PIE MP 12CT FSH,LP404004,MULTI PACK 6/12 CT,SBS HST,6
11045,HOSTESS,11045,6/12 OZ,HST CHRY PIE MP 12CT FSH,LP404004,MULTI PACK 6/12 CT,SBS HST,6
11050,HOSTESS,11050,32/47.13 OZ,HST TWNK/CHOC CUPCK CLUB,LP404098,MULTI PACK CLUB,SBS HST,115
11055,HOSTESS,11025,15/12.7 OZ,HST SCRY CPCAK MP 8CT DRC,LP404461,MULTI PACK DRC LTO 15 PK,SBS HST,15
11057,HOSTESS,11009,15/10.5 OZ,HST GLOBALL FSH MP 6CT,,MULTI PACK 15 PK,SBS HST,15
11062,HOSTESS,11049,15/13.02 OZ,HST CHOCODILE MP 9CT FRSH,,MULTI PACK 15 PK,SBS HST,15
11063,HOSTESS,11004,15/11.6 OZ,HST COF CK MP FSH 8CT,LP404424,MULTI PACK 15 PK,SBS HST,15
11074,HOSTESS,11064,9/9.5 OZ,HST CRNCH MN DNT BG FSH,LP403936,BAG DONUT 9/9.5-10.75 OZ,SBS HST,9
11075,HOSTESS,11065,9/10.5 OZ,HST GLZD MN DNT BG FRSH,LP403936,BAG DONUT 9/9.5-10.75 OZ,SBS HST,9
11078,HOSTESS,11078,6/12.7 OZ,HST GLDN CPCK MP 8CT FRSH,LP404044,MULTI PACK 6 PK,SBS HST,6
11079,HOSTESS,11079,6/12.7 OZ,HST BBALL CPCK MP 8CT FSH,LP403998,MULTI PACK LTO 6 PK,SBS HST,6
11080,HOSTESS,15004,9/10.5 OZ,HST PWD SGR DNT BG 9CTDRC,LP404409,BAG DONUT DRC 9 PK,SBS HST,9
11081,HOSTESS,11064,9/9.5 OZ,HST CRNCH DNT BG 9CT DRC,LP404410,BAG DONUT DRC 9 PK,SBS HST,9
11082,HOSTESS,11065,9/10.5 OZ,HST GLAZED DNT BG 9CT DRC,,BAG DONUT DRC 9 PK,SBS HST,9
11083,HOSTESS,15002,9/11.25 OZ,HST CHOC DNT BG 9CT DRC,LP404452,BAG DONUT DRC 9 PK,SBS HST,9
11085,HOSTESS,11078,15/12.7 OZ,HST GOLDEN CP CK FSH DRC,LP404444,MULTI PACK 15 PK,SBS HST,15
11086,HOSTESS,11079,15/12.7 OZ,HST BASEBALL CK 8CTDRC MP,,MULTI PACK 15 PK,SBS HST,15
11087,HOSTESS,11084,15/12.7 OZ,HST STRWBRY CK MP 8CT DRC,LP404469,MULTI PACK 15 PK,SBS HST,15
11092,HOSTESS,11092,6/20.31 OZ,HST CHOC DNG DNG 16CT RSC,,MULTI PACK CLUB DRC 6 PK,SBS HST,6
11093,HOSTESS,11093,120/1 EA,HST TWNK/DNG DONG CLB PLT,LP404099,MULTI PACK CLUB,SBS HST,120
11094,HOSTESS,11010,16/13.58 OZ,HST TWNK MP FRSH 10CT DRC,LP404450,HST FAMILY PACK 16 PK,SBS HST,16
11105,HOSTESS,11061,16/12.7 OZ,HST CHOC DNG DNG MP10CTDR,LP404433,HST FAMILY PACK 16 PK,SBS HST,16
11110,HOSTESS,11110,6/12.7 OZ,HST HOLIDAY CK 8CT MP FRS,,MULTI PACK LTO 6 PK,SBS HST,6
11114,HOSTESS,11114,6/12.7 OZ,HST CARAMEL CUPCK 8CT MP,,MULTI PACK LTO 6 PK,SBS HST,6
11121,HOSTESS,11121,6/12.7 OZ,HST PUMPKN SPC CPCK MP8CT,LP404045,MULTI PACK LTO 6 PK,SBS HST,6
11130,HOSTESS,11130,6/10.5 OZ,HST PINK SNBL MP 6CT,,MULTI PACK LTO 6 PK,SBS HST,6
11131,HOSTESS,11131,6/13.58 OZ,HST PUMPKIN TWNK MP 10CT,,MULTI PACK SML FRM LTO 6 PK,SBS HST,6
11132,HOSTESS,11132,6/12.7 OZ,HST CHOC STRWBRY CPCK MP8,,MULTI PACK SML FRM LTO 6 PK,SBS HST,6
11134,HOSTESS,11131,16/13.58 OZ,HST PSPICE TWINK 10CT DRC,,HST FAMILY PACK 16 PK,SBS HST,16
11135,HOSTESS,11121,15/12.7 OZ,HST ICD PMK SPC CPK MP8CT,,MULTI PACK 15 PK,SBS HST,15
11138,HOSTESS,11138,6/9.31 OZ,HST VAL DING DONG MP 8CT,LP404039,MULTI PACK LTO 6 PK,SBS HST,6
11139,HOSTESS,11139,6/12.7 OZ,HST DRK CHOC RASP CPCK8CT,,MULTI PACK LTO 6 PK,SBS HST,6
11140,HOSTESS,11140,15/12.7 OZ,HST CH STR CPCK MP 8CTDRC,,MULTI PACK 15 PK,SBS HST,15
11141,HOSTESS,11138,15/9.31 OZ,HST HEART CAKE MP FSH,LP404432,MULTI PACK 15 PK,SBS HST,15
11144,HOSTESS,11144,15/12.7 OZ,HST REDVL CPCK MP 8CT DRC,,MULTI PACK 15 PK,SBS HST,15
11150,HOSTESS,11150,6/13.58 OZ,HST RWB TWINK MP 10CT,,MULTI PACK SML FRM LTO 6 PK,SBS HST,6
11151,HOSTESS,11151,6/12.7 OZ,HST STR SPNGLD CPCK MP8CT,,MULTI PACK SML FRM LTO 6 PK,SBS HST,6
11154,HOSTESS,11154,9/9.5 OZ,HST CRML CRNCH DNT BG FSH,,BAG DONUT 9/9.5-10.75 OZ,SBS HST,9
11155,HOSTESS,11155,6/10.5 OZ,HST SNBL HOLIDAY MP 6CT,,MULTI PACK SML FRM LTO 6 PK,SBS HST,6
11158,HOSTESS,11158,6/12.7 OZ,HST CARAMEL APL CPCK MP8C,,MULTI PACK SML FRM LTO 6 PK,SBS HST,6
11160,HOSTESS,11160,9/10 OZ,HST COCO MARSHMLW DNT BG,LP403946,BAG DONUT 9/9.5-10.75 OZ,SBS HST,9
11162,HOSTESS,11155,15/10.5 OZ,HST SNBL HOLIDY MP 6CTDRC,,MULTI PACK DRC LTO 15 PK,SBS HST,15
11179,HOSTESS,11179,9/9.5 OZ,HST FRST STRWBRY MNDNT BG,LP403949,BAG DONUT 9/9.5-10.75 OZ,SBS HST,9
11180,HOSTESS,11180,6/12.7 OZ,HST VANILLA CPCK MP 8CT,,MULTI PACK LTO 6 PK,SBS HST,6
11186,HOSTESS,15003,9/10.75 OZ,HST DBL CHOC MN DNT BGDRC,LP404453,BAG DONUT DRC 9 PK,SBS HST,9
11188,HOSTESS,11188,9/9.5 OZ,HST DONETTES CARROT CAKE,LP403948,BAG DONUT 9/9.5-10.75 OZ,SBS HST,9
11190,HOSTESS,11189,16/15.23 OZ,HST FUDGE TWNK FSH,,INVOICE ONLY ITEMS,SBS HST,16
11197,HOSTESS,11197,6/12.7 OZ,HST WHT FDG DING DONG MP,,MULTI PACK 6/10 CT,SBS HST,6
11198,HOSTESS,11198,6/12.7 OZ,HST CHOC BSBL CPCK MP 8CT,LP403998,MULTI PACK LTO 6 PK,SBS HST,6
11223,HOSTESS,11185,16/13.58 OZ,HST CHOC CK TWNK 10MP DRC,,HST FAMILY PACK 16 PK,SBS HST,16
11224,HOSTESS,11224,6/13.58 OZ,HST HLWN CHOCCK TWNK MP10,,MULTI PACK SML FRM LTO 6 PK,SBS HST,6
11225,HOSTESS,11225,6/12.7 OZ,HST STR SPNGLD DNG DNG MP,,MULTI PACK SML FRM LTO 6 PK,SBS HST,6
11229,HOSTESS,11224,16/13.58 OZ,HST HLWN CHOCCK TWNKMPDRC,,HST FAMILY PACK 16 PK,SBS HST,16
11231,HOSTESS,15002,6/10.75 OZ,HST CHOC MN DNT BG FSH6CT,LP403937,BAG DONUT SML FRM 6/6-20 CT,SBS HST,6
11232,HOSTESS,15003,6/10.75 OZ,HST DBL CHOC DNT BG 6CTFS,LP403937,BAG DONUT SML FRM 6/6-20 CT,SBS HST,6
11233,HOSTESS,15004,6/10 OZ,HST PWD SGR DNT BG FSH6CT,LP403936,BAG DONUT SML FRM 6/6-20 CT,SBS HST,6
11234,HOSTESS,11064,6/9.5 OZ,HST CRNCH DNT BG FSH 6CT,LP403936,BAG DONUT SML FRM 6/6-20 CT,SBS HST,6
11235,HOSTESS,11065,6/10.5 OZ,HST GLAZED DNT BG FSH 6CT,LP403936,BAG DONUT SML FRM 6/6-20 CT,SBS HST,6
11244,HOSTESS,11244,6/13.58 OZ,HST CTNCNDY TWINK MP 10CT,,MULTI PACK SML FRM LTO 6 PK,SBS HST,6
11259,HOSTESS,11259,2/47.13 OZ,HST HALLOWN FSH CLUB 32CT,LP404169,MULTI PACK CLUB LTO,SBS HST,2
11262,HOSTESS,11262,12/9.6 OZ,HST J RSC BDAY MN MFN20CT,,INVOICE ONLY ITEMS,SBS HST,12
11263,HOSTESS,11010,16/13.58 OZ,HST JMBO RSC TWNK MP 10CT,LP404465,HST FAMILY PACK 16 PK,SBS HST,16
11264,HOSTESS,11016,16/13.58 OZ,HST JMB RSC BANTWNK MP10,,HST FAMILY PACK 16 PK,SBS HST,16
11273,HOSTESS,11001,15/12.7 OZ,HST JUMBO RSC CHOC CK MP,LP404456,MULTI PACK 15 PK,SBS HST,15
11274,HOSTESS,11061,16/12.07 OZ,HST JMBO RSC CHOC DNG DNG,LP404463,HST FAMILY PACK 16 PK,SBS HST,16
11275,HOSTESS,11197,16/12.7 OZ,HST WHT DNG DNG 10CT RSC,,HST FAMILY PACK 16 PK,SBS HST,16
11279,HOSTESS,11224,16/13.58 OZ,HST JMBHLWN CHOCCK TWNKRS,,HST FAMILY PACK 16 PK,SBS HST,16
11280,HOSTESS,11025,15/12.7 OZ,HST JMB SCRY CPCK MP RSC,,MULTI PACK 15 PK,SBS HST,15
11281,HOSTESS,11007,15/13.5 OZ,HST JMB RSC ORNG CPCK MP,,MULTI PACK 15 PK,SBS HST,15
11285,HOSTESS,11021,16/13.58 OZ,HST JMB STRWBRY TWNK 16CT,,HST FAMILY PACK 16 PK,SBS HST,16
11286,HOSTESS,11139,15/12.7 OZ,HST JMB DRK CHOC RASP RSC,,MULTI PACK 15 PK,SBS HST,15
11287,HOSTESS,11138,15/9.31 OZ,HST JMB HRT CK RSC MP 8CT,,MULTI PACK 15 PK,SBS HST,15
11309,HOSTESS,11309,4/8.25 OZ,HST BLUBRY MN MFN MP 20CT,LP404073,MULTI PACK MINI MUFFIN 4/20 CT,SBS HST,4
11310,HOSTESS,11310,4/8.25 OZ,HST CH CHIP MN MFN MP20CT,LP404073,MULTI PACK MINI MUFFIN 4/20 CT,SBS HST,4
11312,HOSTESS,11312,9/10 OZ,HST STRWBRY GLAZD DNT BG,LP403947,BAG DONUT 9/9.5-10.75 OZ,SBS HST,9
11313,HOSTESS,11312,9/10 OZ,HST STRWGLAZD DNT BAG DRC,,BAG DONUT DRC 9 PK,SBS HST,9
11321,HOSTESS,11078,15/12.7 OZ,HST GOLDEN CPCK MP 8CTRSC,,MULTI PACK 15 PK,SBS HST,15
11324,HOSTESS,11181,15/12.7 OZ,HST JMB MNT CHOC CPCK 8CT,,MULTI PACK 15 PK,SBS HST,15
11325,HOSTESS,11180,15/12.7 OZ,HST JMBO RSC LVNDR CPCK,,MULTI PACK 15 PK,SBS HST,15
11327,HOSTESS,11198,15/12.7 OZ,HST JMB RSC CHOC BBALL CK,,MULTI PACK 15 PK,SBS HST,15
11334,HOSTESS,11309,9/8.25 OZ,HST BLUBRY MN MFN MP20DRC,,MULTI PACK DRC 9 PK,SBS HST,9
11335,HOSTESS,11335,9/8.25 OZ,HST CHOC CHP MN MFN 20DRC,,BAG DONUT DRC 9 PK,SBS HST,9
11348,HOSTESS,11061,16/12.7 OZ,HST CHOC DNG DNG MP10CTDR,,HST FAMILY PACK 16 PK,SBS HST,16
11349,HOSTESS,11001,15/12.7 OZ,HST CHOC CPCK MP 8CT DRC,,MULTI PACK DRC 15 PK,SBS HST,15
11374,HOSTESS,11374,6/16.5 OZ,HST CHRY CHS DNSH BEARCLW,LP404064,MULTI PACK BRKFST 6/6 CT,SBS HST,6
11376,HOSTESS,11376,6/16.5 OZ,HST ICED CINN ROLL 6CT MP,LP404064,MULTI PACK BRKFST 6/6 CT,SBS HST,6
11377,HOSTESS,11377,6/16 OZ,HST GLZD BLBRY DNT MP FSH,LP404594,BOX DONETTES 6/8 CT,SBS HST,6
11385,HOSTESS,11385,6/13.47 OZ,HST BDAY CUP CK MP 8CT,LP404050,MULTI PACK 6 PK,SBS HST,6
11390,HOSTESS,5008,6/1.5 OZ,HST CHOC DNT SS 3CT RSC,LP404088,HST SS RSC 6/1.5 OZ,SBS HST,6
11391,HOSTESS,5011,6/1.5 OZ,PWD SGR DNT SS FSH RSC,LP404088,HST SS 3 PK CADDY,SBS HST,6
11395,HOSTESS,11395,6/25.9 OZ,HST BDAY CPCK 16CT FSHRSC,LP404087,MULTI PACK CLUB DRC 6 PK,SBS HST,6
11396,HOSTESS,11396,2/51.36 OZ,HST CHOC CPCK/BDAY32CTCLB,,MULTI PACK CLUB,SBS HST,2
11401,HOSTESS,11401,6/12 OZ,HST SNACK CHOC DNT 8CT MP,LP404010,MULTI PACK 6 PK,SBS HST,6
11402,HOSTESS,11402,6/12 OZ,HST  SNCK PWDRSGR DNT 8CT,LP404013,MULTI PACK 6 PK,SBS HST,6
11404,HOSTESS,11404,6/1.45 OZ,HST COF CK 16CT RSC,LP404175,MULTI PACK CLUB DRC 6 PK,SBS HST,6
11406,HOSTESS,11404,2/46.4 OZ,HST COF CK CLUB 32CT 2PK,LP404734,MULTI PACK CLUB,SBS HST,2
11411,HOSTESS,11411,6/13.58 OZ,HST MNT CHOC TWINK MP10CT,,MULTI PACK LTO 6 PK,SBS HST,6
11414,HOSTESS,11385,15/12.7 OZ,HST JMB BDAY CUPCK MP RSC,,MULTI PACK DRC 15 PK,SBS HST,15
11428,HOSTESS,11428,6/12.7 OZ,HST ICED LEMON CPCK MP8CT,LP404044,MULTI PACK 6 PK,SBS HST,6
11434,HOSTESS,11434,6/16 OZ,HST CRML CRNCH DNT MP 8CT,,MULTI PACK LTO 6 PK,SBS HST,6
11440,HOSTESS,11438,1/37.12 OZ,HST HRT CKS CLUB 32CT 2PK,LP404124,MULTI PACK CLUB,SBS HST,1
11442,HOSTESS,11092,1/40.62 OZ,HST CHOC DNGCLUB 32CT 2PK,LP404177,MULTI PACK CLUB,SBS HST,1
11444,HOSTESS,11428,15/12.7 OZ,HST ICED LMN CPCK MP DRC,,MULTI PACK DRC 15 PK,SBS HST,15
11452,HOSTESS,11451,6/20.32 OZ,HST VAN ZNG CLUB 16CT RSC,,MULTI PACK CLUB DRC 6 PK,SBS HST,6
11459,HOSTESS,11459,6/13.58 OZ,HST TROPICAL BLAST TWNK,,MULTI PACK SML FRM LTO 6 PK,SBS HST,6
11470,HOSTESS,11470,6/13.58 OZ,HST LMNADE STND TWNK MP10,,MULTI PACK SML FRM LTO 6 PK,SBS HST,6
11472,HOSTESS,11472,6/12.7 OZ,HST CARMEL DNG DNG 10CTMP,,MULTI PACK LTO 6 PK,SBS HST,6
11473,HOSTESS,11021,16/13.58 OZ,HST JB STRWBRY TWNK MPRSC,,HST FAMILY PACK 16 PK,SBS HST,16
11479,HOSTESS,11479,6/21.76 OZ,HST RWB TWINK 16CT RSC6PK,,MULTI PACK CLUB DRC 6 PK,SBS HST,6
11482,HOSTESS,11482,2/42.08 OZ,HST RWB DNG/TWNK CLUB32CT,,MULTI PACK CLUB LTO,SBS HST,2
11485,HOSTESS,11485,6/12.7 OZ,HST SMORES CUPCAKE MP 8CT,LP404041,MULTI PACK SML FRM LTO 6 PK,SBS HST,6
11493,HOSTESS,11493,9/10.5 OZ,HST CARAMEL CHOC DNT BAG,,BAG DONUT 9/9.5-10.75 OZ,SBS HST,9
11500,HOSTESS,11401,12/12 OZ,HST SNACK CHOC DNT 3CT MP,,MULTI PACK SNCK PK DONUT 12PK,SBS HST,12
11509,HOSTESS,11001,15/12.7 OZ,HST CHOC CUPCAKE MP 8CT,,MULTI PACK 15 PK,SBS HST,15
11513,HOSTESS,11513,2/50.8 OZ,HST GLDN CHOCCK CLUB 32CT,,MULTI PACK CLUB,SBS HST,2
11523,HOSTESS,11010,16/13.58 OZ,HST TWINK MP FSH 10CT DRC,,DBW MULTI PACK 16 PK DRC,SBS HST,48
11525,HOSTESS,11525,6/10 OZ,HST BABY BUNDT CK LMNDRZL,LP404057,MULTI PACK 6 PK,SBS HST,6
11528,HOSTESS,11528,6/7.3 OZ,HST CRSP MINI STRWBRY&CRM,LP404055,MULTI PACK 6 PK,SBS HST,6
11529,HOSTESS,11529,6/7.3 OZ,HST CRSPY MINI CKI&CRMWFR,LP404055,MULTI PACK 6 PK,SBS HST,6
